"","PID","...1","...2","...3","duration","finished","participantID","participantNUM.x","attention","wb","inner_speech","clarity","valence","reaction","interesting","inner_experience","Q9...19","no_inner_speech_clarity","no_inner_speech_valence","no_inner_speech_reaction","no_inner_speech_interesting","activity","Q14...25","participantNUM.y","StartDate.x","EndDate.x","Progress.x","Duration (in seconds).x","RecordedDate.x","ResponseId.x","consent","DON'T DISCUSS","pid.check.x","personality_1","personality_2","personality_3","personality_4","personality_5","personality_6","personality_7","personality_8","personality_9","personality_10","personality_11","personality_12","personality_13","personality_14","personality_15","personality_16","personality_17","personality_18","personality_19","personality_20","personality_21","personality_22","personality_23","personality_24","personality_25","personality_26","personality_27","att.1","personality_29","personality_30","personality_31","personality_32","personality_33","personality_34","personality_35","personality_36","personality_37","personality_38","personality_39","personality_40","personality_41","personality_42","personality_43","personality_44","personality_45","personality_46","personality_47","personality_48","personality_49","personality_50","att.2","personality_52","personality_53","personality_54","personality_55","personality_56","personality_57","personality_58","personality_59","personality_60","personality_61","personality_62","ffmq_1","ffmq_2","ffmq_3","ffmq_4","ffmq_5","ffmq_6","ffmq_7","ffmq_8","ffmq_9","ffmq_10","ffmq_11","ffmq_12","ffmq_13","ffmq_14","ffmq_15","att.3","age","gender","gender_6_TEXT","sex_at_birth","sexual_orientation_2","sexual_orientation_2_4_TEXT","ethnoracial","mixed_ethnoracial","ses_ladder","country_born","country_raised","country_reside","age_move_US","VAL1","SC1","SC2","SC3","SC4","SC5","SC6","SC7","SC8","SC9","SC10","id.x","StartDate.y","EndDate.y","Progress.y","Duration (in seconds).y","RecordedDate.y","ResponseId.y","pid.check.y","VAL2","hear_about_study","id.y","validation","att.total","age.failure","neuroticism","extraversion","openness","agreeableness","conscientiousness","observing","describe","awareness","nonjudging","nonreactivity","ffmq_all","ffmq_no_observe"
"1","13022515","10/03/2022 11:32AM","10/03/2022 11:35AM","10/03/2022 11:32AM - 10/03/2022 12:32PM",207.461,"Yes","6339ff29c36f190b43806a36","Participant 333","2","5",1,NA,NA,NA,NA,"4","MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”","5","7","6","7","6","Driving","Participant 333","2022-10-02 14:55:04","2022-10-02 15:20:23","100","1519","2022-10-02 15:20:24","R_2YGsF4M1TRKYsi5","1","4","A13022515","5","2","1","3","3","3","3","5","2","1","5","3","3","3","1","0","3","1","2","3","5","3","1","1","2","5","1",0,"1","2","3","0","3","5","3","3","3","2","5","1","5","3","1","2","0","1","2","3","1","3",0,"1","3","2","3","1","1","5","1","3","2","5","3","3","2","1","4","5","3","4","2","4","5","2","4","3","2",0,25,"Female",NA,"Female","Plurisexual (Bisexual, Pansexual, etc.)",NA,"Hispanic or Latino",NA,7,"United States of America","United States of America","United States of America",NA,"1","8","13","10","12","8","44","43","43","43","50","45357","2022-10-10 10:02:34","2022-10-10 10:03:21","100","46","2022-10-10 10:03:21","R_1BXiy2wSpRbEuZH","A13022515","1","2","45357",0,0,0,38,31,32,31,31,13,8,8,12,10,10.2,9.5
"2","13022515","10/09/2022 3:17PM","10/09/2022 3:19PM","10/09/2022 3:02PM - 10/09/2022 4:02PM",158.297,"Yes","6339ff29c36f190b43806a36","Participant 333","1","5",1,NA,NA,NA,NA,"5","VISUAL IMAGERY: “I was experiencing visual imagery, e.g. imagining my dog”","5","4","2","4","3","Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media)","Participant 333","2022-10-02 14:55:04","2022-10-02 15:20:23","100","1519","2022-10-02 15:20:24","R_2YGsF4M1TRKYsi5","1","4","A13022515","5","2","1","3","3","3","3","5","2","1","5","3","3","3","1","0","3","1","2","3","5","3","1","1","2","5","1",0,"1","2","3","0","3","5","3","3","3","2","5","1","5","3","1","2","0","1","2","3","1","3",0,"1","3","2","3","1","1","5","1","3","2","5","3","3","2","1","4","5","3","4","2","4","5","2","4","3","2",0,25,"Female",NA,"Female","Plurisexual (Bisexual, Pansexual, etc.)",NA,"Hispanic or Latino",NA,7,"United States of America","United States of America","United States of America",NA,"1","8","13","10","12","8","44","43","43","43","50","45357","2022-10-10 10:02:34","2022-10-10 10:03:21","100","46","2022-10-10 10:03:21","R_1BXiy2wSpRbEuZH","A13022515","1","2","45357",0,0,0,38,31,32,31,31,13,8,8,12,10,10.2,9.5
"3","13022515","10/03/2022 3:56PM","10/03/2022 3:59PM","10/03/2022 3:56PM - 10/03/2022 4:56PM",204.443,"Yes","6339ff29c36f190b43806a36","Participant 333","1","4",1,NA,NA,NA,NA,"6","ANOTHER PERSON: “I was experiencing another person, e.g. holding hands”","4","4","3","6","1","Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)","Participant 333","2022-10-02 14:55:04","2022-10-02 15:20:23","100","1519","2022-10-02 15:20:24","R_2YGsF4M1TRKYsi5","1","4","A13022515","5","2","1","3","3","3","3","5","2","1","5","3","3","3","1","0","3","1","2","3","5","3","1","1","2","5","1",0,"1","2","3","0","3","5","3","3","3","2","5","1","5","3","1","2","0","1","2","3","1","3",0,"1","3","2","3","1","1","5","1","3","2","5","3","3","2","1","4","5","3","4","2","4","5","2","4","3","2",0,25,"Female",NA,"Female","Plurisexual (Bisexual, Pansexual, etc.)",NA,"Hispanic or Latino",NA,7,"United States of America","United States of America","United States of America",NA,"1","8","13","10","12","8","44","43","43","43","50","45357","2022-10-10 10:02:34","2022-10-10 10:03:21","100","46","2022-10-10 10:03:21","R_1BXiy2wSpRbEuZH","A13022515","1","2","45357",0,0,0,38,31,32,31,31,13,8,8,12,10,10.2,9.5
"4","13022515","10/08/2022 09:30AM","10/08/2022 09:32AM","10/08/2022 09:30AM - 10/08/2022 10:30AM",134.687,"Yes","6339ff29c36f190b43806a36","Participant 333","1","1",0,"5","2","5","3",NA,NA,NA,NA,NA,NA,"1","Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)","Participant 333","2022-10-02 14:55:04","2022-10-02 15:20:23","100","1519","2022-10-02 15:20:24","R_2YGsF4M1TRKYsi5","1","4","A13022515","5","2","1","3","3","3","3","5","2","1","5","3","3","3","1","0","3","1","2","3","5","3","1","1","2","5","1",0,"1","2","3","0","3","5","3","3","3","2","5","1","5","3","1","2","0","1","2","3","1","3",0,"1","3","2","3","1","1","5","1","3","2","5","3","3","2","1","4","5","3","4","2","4","5","2","4","3","2",0,25,"Female",NA,"Female","Plurisexual (Bisexual, Pansexual, etc.)",NA,"Hispanic or Latino",NA,7,"United States of America","United States of America","United States of America",NA,"1","8","13","10","12","8","44","43","43","43","50","45357","2022-10-10 10:02:34","2022-10-10 10:03:21","100","46","2022-10-10 10:03:21","R_1BXiy2wSpRbEuZH","A13022515","1","2","45357",0,0,0,38,31,32,31,31,13,8,8,12,10,10.2,9.5
"5","13022515","10/04/2022 1:54PM","10/04/2022 1:55PM","10/04/2022 1:36PM - 10/04/2022 2:36PM",55.428,"Yes","6339ff29c36f190b43806a36","Participant 333","1","5",0,"6","3","1","3",NA,NA,NA,NA,NA,NA,"5","Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)","Participant 333","2022-10-02 14:55:04","2022-10-02 15:20:23","100","1519","2022-10-02 15:20:24","R_2YGsF4M1TRKYsi5","1","4","A13022515","5","2","1","3","3","3","3","5","2","1","5","3","3","3","1","0","3","1","2","3","5","3","1","1","2","5","1",0,"1","2","3","0","3","5","3","3","3","2","5","1","5","3","1","2","0","1","2","3","1","3",0,"1","3","2","3","1","1","5","1","3","2","5","3","3","2","1","4","5","3","4","2","4","5","2","4","3","2",0,25,"Female",NA,"Female","Plurisexual (Bisexual, Pansexual, etc.)",NA,"Hispanic or Latino",NA,7,"United States of America","United States of America","United States of America",NA,"1","8","13","10","12","8","44","43","43","43","50","45357","2022-10-10 10:02:34","2022-10-10 10:03:21","100","46","2022-10-10 10:03:21","R_1BXiy2wSpRbEuZH","A13022515","1","2","45357",0,0,0,38,31,32,31,31,13,8,8,12,10,10.2,9.5
"6","13022515","10/06/2022 5:15PM","10/06/2022 5:16PM","10/06/2022 5:12PM - 10/06/2022 6:12PM",33.738,"Yes","6339ff29c36f190b43806a36","Participant 333","2","2",0,"7","3","2","1",NA,NA,NA,NA,NA,NA,"5","Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)","Participant 333","2022-10-02 14:55:04","2022-10-02 15:20:23","100","1519","2022-10-02 15:20:24","R_2YGsF4M1TRKYsi5","1","4","A13022515","5","2","1","3","3","3","3","5","2","1","5","3","3","3","1","0","3","1","2","3","5","3","1","1","2","5","1",0,"1","2","3","0","3","5","3","3","3","2","5","1","5","3","1","2","0","1","2","3","1","3",0,"1","3","2","3","1","1","5","1","3","2","5","3","3","2","1","4","5","3","4","2","4","5","2","4","3","2",0,25,"Female",NA,"Female","Plurisexual (Bisexual, Pansexual, etc.)",NA,"Hispanic or Latino",NA,7,"United States of America","United States of America","United States of America",NA,"1","8","13","10","12","8","44","43","43","43","50","45357","2022-10-10 10:02:34","2022-10-10 10:03:21","100","46","2022-10-10 10:03:21","R_1BXiy2wSpRbEuZH","A13022515","1","2","45357",0,0,0,38,31,32,31,31,13,8,8,12,10,10.2,9.5
"7","13022515","10/06/2022 7:50PM","10/06/2022 7:55PM","10/06/2022 7:50PM - 10/06/2022 8:50PM",338.661,"Yes","6339ff29c36f190b43806a36","Participant 333","1","5",1,NA,NA,NA,NA,"2","EMOTION : “I was experiencing emotions, e.g. sadness""","5","2","2","1","3","Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media)","Participant 333","2022-10-02 14:55:04","2022-10-02 15:20:23","100","1519","2022-10-02 15:20:24","R_2YGsF4M1TRKYsi5","1","4","A13022515","5","2","1","3","3","3","3","5","2","1","5","3","3","3","1","0","3","1","2","3","5","3","1","1","2","5","1",0,"1","2","3","0","3","5","3","3","3","2","5","1","5","3","1","2","0","1","2","3","1","3",0,"1","3","2","3","1","1","5","1","3","2","5","3","3","2","1","4","5","3","4","2","4","5","2","4","3","2",0,25,"Female",NA,"Female","Plurisexual (Bisexual, Pansexual, etc.)",NA,"Hispanic or Latino",NA,7,"United States of America","United States of America","United States of America",NA,"1","8","13","10","12","8","44","43","43","43","50","45357","2022-10-10 10:02:34","2022-10-10 10:03:21","100","46","2022-10-10 10:03:21","R_1BXiy2wSpRbEuZH","A13022515","1","2","45357",0,0,0,38,31,32,31,31,13,8,8,12,10,10.2,9.5
"8","13022515","10/08/2022 11:38AM","10/08/2022 11:38AM","10/08/2022 11:38AM - 10/08/2022 12:38PM",52.779,"Yes","6339ff29c36f190b43806a36","Participant 333","2","2",0,"6","2","5","3",NA,NA,NA,NA,NA,NA,"3","Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media)","Participant 333","2022-10-02 14:55:04","2022-10-02 15:20:23","100","1519","2022-10-02 15:20:24","R_2YGsF4M1TRKYsi5","1","4","A13022515","5","2","1","3","3","3","3","5","2","1","5","3","3","3","1","0","3","1","2","3","5","3","1","1","2","5","1",0,"1","2","3","0","3","5","3","3","3","2","5","1","5","3","1","2","0","1","2","3","1","3",0,"1","3","2","3","1","1","5","1","3","2","5","3","3","2","1","4","5","3","4","2","4","5","2","4","3","2",0,25,"Female",NA,"Female","Plurisexual (Bisexual, Pansexual, etc.)",NA,"Hispanic or Latino",NA,7,"United States of America","United States of America","United States of America",NA,"1","8","13","10","12","8","44","43","43","43","50","45357","2022-10-10 10:02:34","2022-10-10 10:03:21","100","46","2022-10-10 10:03:21","R_1BXiy2wSpRbEuZH","A13022515","1","2","45357",0,0,0,38,31,32,31,31,13,8,8,12,10,10.2,9.5
"9","13022515","10/07/2022 7:52PM","10/07/2022 7:53PM","10/07/2022 7:50PM - 10/07/2022 8:50PM",61.238,"Yes","6339ff29c36f190b43806a36","Participant 333","1","6",0,"6","6","6","5",NA,NA,NA,NA,NA,NA,"2","Physical activity (e.g., exercising, sports, walking, bicycling, hiking)","Participant 333","2022-10-02 14:55:04","2022-10-02 15:20:23","100","1519","2022-10-02 15:20:24","R_2YGsF4M1TRKYsi5","1","4","A13022515","5","2","1","3","3","3","3","5","2","1","5","3","3","3","1","0","3","1","2","3","5","3","1","1","2","5","1",0,"1","2","3","0","3","5","3","3","3","2","5","1","5","3","1","2","0","1","2","3","1","3",0,"1","3","2","3","1","1","5","1","3","2","5","3","3","2","1","4","5","3","4","2","4","5","2","4","3","2",0,25,"Female",NA,"Female","Plurisexual (Bisexual, Pansexual, etc.)",NA,"Hispanic or Latino",NA,7,"United States of America","United States of America","United States of America",NA,"1","8","13","10","12","8","44","43","43","43","50","45357","2022-10-10 10:02:34","2022-10-10 10:03:21","100","46","2022-10-10 10:03:21","R_1BXiy2wSpRbEuZH","A13022515","1","2","45357",0,0,0,38,31,32,31,31,13,8,8,12,10,10.2,9.5
"10","13022515","10/05/2022 3:02PM","10/05/2022 3:05PM","10/05/2022 3:02PM - 10/05/2022 4:02PM",169.619,"Yes","6339ff29c36f190b43806a36","Participant 333","2","5",1,NA,NA,NA,NA,"1","BODY: “I was experiencing body sensations, e.g. hunger”","7","4","1","1","3","Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media)","Participant 333","2022-10-02 14:55:04","2022-10-02 15:20:23","100","1519","2022-10-02 15:20:24","R_2YGsF4M1TRKYsi5","1","4","A13022515","5","2","1","3","3","3","3","5","2","1","5","3","3","3","1","0","3","1","2","3","5","3","1","1","2","5","1",0,"1","2","3","0","3","5","3","3","3","2","5","1","5","3","1","2","0","1","2","3","1","3",0,"1","3","2","3","1","1","5","1","3","2","5","3","3","2","1","4","5","3","4","2","4","5","2","4","3","2",0,25,"Female",NA,"Female","Plurisexual (Bisexual, Pansexual, etc.)",NA,"Hispanic or Latino",NA,7,"United States of America","United States of America","United States of America",NA,"1","8","13","10","12","8","44","43","43","43","50","45357","2022-10-10 10:02:34","2022-10-10 10:03:21","100","46","2022-10-10 10:03:21","R_1BXiy2wSpRbEuZH","A13022515","1","2","45357",0,0,0,38,31,32,31,31,13,8,8,12,10,10.2,9.5
